コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
3985,2023/09,2254539000,1091382000,1054300000,875201000,200000000,424923000,98.71,46.8
3986,2024/06,2228000000,1645000000,1645457000,1150891000,-,-,1081.33,73.9
3987,2024/08,2584000000,863000000,863884000,-350352000,420220000,287490000,163.94,33.4
3988,2024/07,6610000000,3363000000,3363000000,2621840000,300000000,629124000,320.76,50.9
3989,2023/09,4126092000,2188716000,2182868000,936836000,72425000,24008000,97.75,52.9
3990,2023/05,10438815000,3325607000,3310823000,1751888000,3500000000,256047000,166.29,31.6
3991,2024/08,5268000000,4005000000,3991864000,3395400000,-,-,420.7,75.8
3992,2023/09,5947982000,3713927000,3639893000,2659896000,13000000,38044000,97.07,62.3
3993,2023/09,38874674000,29454208000,29422752000,5398941000,660910000,2387150000,952.56,75.7
3994,2023/11,88282410000,34660463000,25932858000,-8378442000,4937000000,8947869000,514.09,31.5
3995,2024/01,4555000000,1467000000,1454978000,283785000,-,87820000,134.25,31.9
3996,2024/02,2601242000,1545810000,1545810000,128779000,-,10000000,120.88,59.4
3997,2023/12,3043338000,1385198000,1385198000,938151000,50000000,418150000,419.69,45.5
3998,2023/12,2708655000,2251609000,2219744000,1746342000,-,-,338.44,82
3999,2022/09,3431196000,1023525000,1023525000,64747000,-,-,198.27,29.8
4004,2023/12,2031953000000,578668000000,415963000000,137269000000,52489000000,625840000000,3052.07,27.2
4005,2024/03,3934818000000,1164366000000,965753000000,578175000000,585905000000,977581000000,590.33,24.5
4006,2023/03,252544000000,-117263000000,-144050000000,-152677000000,45491000000,222477000000,-824.88,-51
4008,2024/03,136305000000,95051000000,81459000000,66384000000,11216000000,-,7146.73,69.7
4011,2023/12,1294238000,961659000,958663000,230844000,-,-,509.46,74.1
4012,2023/12,4064625000,3003329000,3003329000,2822986000,-,-,725.76,73.9
4013,2023/12,12787232000,8995832000,8998172000,2018322000,-,2215389000,460.96,70.4
4014,2024/07,1035000000,352000000,352597000,-40288000,-,200000000,56.18,34
4015,2024/08,8262000000,4215000000,4154415000,-1659302000,316640000,1096135000,264.34,50.2
4016,2023/11,2274294000,551815000,545439000,240109000,100000000,289991000,278.78,24.3
4017,2024/02,3588127000,1000326000,1000131000,-1501742000,-,325506000,148.47,27.9
4018,2024/06,728000000,590000000,585855000,134682000,-,-,376.51,80.4
4019,2023/12,1838267000,1215545000,1185106000,112681000,-,18358000,136.68,64.5
4020,2023/12,948968000,836095000,836095000,296583000,-,-,385.44,88.1
4021,2024/03,323458000000,230903000000,213939000000,182327000000,39062000000,1284000000,1641.04,70.3
4022,2024/03,44323000000,24966000000,23909000000,15606000000,5108000000,3804000000,3170.29,56.3
4023,2024/03,330630000000,223148000000,221377000000,177300000000,11926000000,39095000000,4022.67,67
4025,2023/12,51299000000,33899000000,28632000000,26435000000,373000000,335000000,3994.63,65.9
4026,2024/04,29747000000,11909000000,11687000000,9502000000,5600000000,3224000000,1308.87,39.8
4027,2024/03,82709000000,57764000000,48663000000,34746000000,705000000,5710000000,2488.99,69.3
4028,2024/03,224324000000,106116000000,101928000000,50489000000,7680000000,47839000000,2776.81,47.3
4031,2024/03,48646000000,23553000000,22856000000,10139000000,9890000000,2200000000,2621.77,48.3
4040,2024/03,20258000000,7501000000,7176000000,7706000000,1362000000,1721000000,3714.65,36.6
4041,2024/03,290492000000,189474000000,166942000000,116174000000,23795000000,25118000000,6829.5,64.7
4042,2024/03,1289949000000,858766000000,744643000000,654832000000,145265000000,31070000000,2495.23,61.6
4043,2024/03,457360000000,259948000000,229944000000,197418000000,4234000000,63262000000,3464.46,54.5
4044,2024/03,214404000000,120050000000,102891000000,80443000000,11285000000,18720000000,4637.37,53.6
4045,2023/12,272285000000,212518000000,193828000000,159562000000,2499000000,8595000000,1816.09,77.7
4046,2024/03,150541000000,109765000000,96377000000,68102000000,7172000000,393000000,4325.86,72.9
4047,2024/03,125302000000,65578000000,56821000000,52149000000,5028000000,26872000000,1114.06,51.1
4051,2023/09,9262240000,5115795000,4913464000,1764019000,-,1500000000,592.97,53
4052,2024/06,768000000,729000000,725067000,-25611000,-,-,124.76,95
4053,2023/12,11859000000,9499000000,8865000000,5445000000,-,11000000,249.45,80.1
4054,2024/06,5569000000,3466000000,3464725000,2259350000,-,-,246.26,62.2
4055,2023/11,2616461000,2163249000,2163249000,1629556000,-,-,285.45,82.7
4056,2023/12,3291133000,467908000,451215000,-1731156000,700000000,1098924000,29.78,13.7
4057,2024/05,1799825000,1035766000,1035766000,327946000,400000000,-,256.73,57.6
4058,2023/12,3345972000,2240942000,2240942000,1665835000,-,-,206.18,67
4059,2023/09,1034967000,894313000,894313000,60931000,-,-,317.72,86.4
4060,2023/12,2670417000,1365189000,1336863000,591243000,-,-,235.28,50.9
4061,2024/03,616244000000,316915000000,266192000000,187574000000,46368000000,80000000000,3568.68,49.9
4062,2024/03,1129991000000,501796000000,381362000000,255698000000,55000000000,115000000000,3543.06,43.8
4063,2024/03,5147974000000,4424073000000,3743377000000,3520355000000,10386000000,13913000000,2133.17,82.7
4064,2024/03,61020000000,34623000000,23996000000,13298000000,6214000000,4943000000,3506.78,53.5
4068,2024/06,3935000000,1966000000,1966852000,1349863000,700000000,243750000,1057.63,50
4069,2024/03,3733992000,2609361000,2606850000,917000000,-,-,762.93,69.9
4070,2023/03,9496740000,8309024000,8036543000,7897971000,-,-,973.95,87.4
4071,2023/09,12016040000,9445733000,9443915000,8558704000,-,-,223.69,78.6
4072,2023/12,57051000000,20774000000,20471000000,15893000000,-,1159000000,1937.17,36.1
4073,2024/06,1764000000,415000000,415451000,-334447000,610000000,235612000,165.82,23.5
4074,2023/12,6408102000,3824727000,3763476000,1624734000,600000000,400000000,497.33,59.4
4075,2024/07,1860000000,1556000000,1556965000,393413000,-,-,279.5,83.7
4076,2024/05,4933509000,3671667000,3671667000,2758217000,-,-,1263.48,74.4
4078,2024/03,125445000000,75466000000,71183000000,34334000000,15108000000,8930000000,4586.85,59.3
4080,2024/03,38134000000,17234000000,17181000000,1366000000,1500000000,7800000000,529.73,45.2
4082,2024/03,65605000000,36316000000,34864000000,32901000000,800000000,18130000000,1467.22,54.5
4088,2024/03,1222696000000,508485000000,488557000000,335113000000,85933000000,332786000000,2140.67,40
4091,2024/03,2409083000000,946112000000,914481000000,627544000000,166219000000,724039000000,2112.66,38
4092,2024/03,76503000000,45047000000,39618000000,31875000000,9156000000,7375000000,5106.17,58.9
4093,2024/03,33660221000,19478128000,17444053000,14128562000,3200000000,168004000,503.5,52
4094,2024/03,52928000000,45660822000,40667347000,39720445000,373800000,-,2348.33,86.3
4095,2024/03,269819000000,219885000000,159048000000,163601000000,200000000,-,1623.02,69.4
4097,2024/03,120184000000,76451000000,68047000000,62551000000,1265000000,10122000000,1371.56,63
4098,2024/03,14882000000,5495000000,4546000000,809000000,3250000000,3120000000,1680.95,33.5
4099,2023/12,131046000000,86867000000,78430000000,66077000000,3530000000,12906000000,1703.22,65.7
4100,2024/03,53714000000,14525000000,9910000000,-425000000,9113000000,13490000000,2399.07,25.8
4102,2024/03,17010000000,9987744000,7132584000,6002597000,909129000,623396000,4322.65,56.2
4107,2023/12,40082000000,31892000000,31542000000,24144000000,600000000,-,6257.15,79.6
4109,2024/03,58618000000,44501000000,42324000000,31655000000,2000000000,1949000000,3679.76,75.5
4112,2024/03,81157000000,57443000000,38197000000,20660000000,4155000000,4346000000,6014.6,58.8
4113,2024/03,29719683000,17210792000,16994039000,14452869000,100000000,1490000000,1201.14,57.9
4114,2024/03,544060000000,392562000000,383448000000,298424000000,17100000000,21924000000,2482.46,70.5
4116,2024/03,194852000000,119166000000,100701000000,84023000000,11686000000,9316000000,6804.74,59.9
4118,2024/03,870205000000,474383000000,387355000000,331933000000,116532000000,40391000000,7068.89,52.1
4119,2024/03,29626457000,15698248000,12746336000,10250225000,2320709000,2495965000,9236.88,48.9
4120,2024/03,11382620000,7258819000,6621360000,2200456000,400000000,755000000,5556.17,63.8
4124,2023/09,1890856000,1738647000,1738647000,1135883000,-,-,1679.54,92
4125,2024/03,21122645000,12079452000,11621104000,8490204000,-,3816568000,2788.6,57
4151,2023/12,1025942000000,836418000000,836418000000,338764000000,-,-,1555.81,81.5
4165,2023/09,6219394000,2748833000,2550391000,-5424590000,1660000,990540000,65.89,41.7
4166,2023/12,1286551000,1072631000,1072901000,144312000,-,82135000,401.8,83.4
4167,2024/03,2219518000,1767430000,1729341000,295433000,-,142393000,228.63,77.9
4168,2023/12,2814352000,1360059000,1357909000,-3854585000,-,675000000,104.81,48.2
4169,2023/12,5564807000,-1479226000,-1357966000,-7423676000,777155000,1533849000,-47.97,-26.7
4170,2023/12,4369488000,3190523000,2917048000,-2532779000,826000,317552000,186.86,72.1
4171,2023/12,2923455000,2290143000,2289671000,1985789000,-,-,776.81,78.3
4172,2023/09,4061635000,3733793000,3759145000,3118662000,-,-,1675.89,91.9
4173,2024/02,2234406000,1221744000,1210638000,560494000,-,385295000,169.58,54.2
4174,2024/01,4585841000,2468374000,2441710000,1376622000,300000000,387500000,591.69,53.2
4175,2024/01,6529526000,5767118000,5767118000,1951703000,-,-,1048.03,88.3
4176,2024/08,8254000000,3786000000,2202100000,-1433410000,-,1144189000,92.2,26.7
4177,2024/03,3199449000,782144000,782144000,-424277000,-,195815000,198.09,24.4
4178,2023/12,2318619000,1448577000,1449507000,680900000,-,202320000,386.61,62.4
4179,2024/03,424449000,4036000,4036000,-1231192000,5000000,135174000,0.96,1
4180,2023/12,37852000000,29091000000,29091000000,-8471000000,600000000,-,285.54,76.9
4182,2024/03,1068010000000,684832000000,587627000000,536232000000,51818000000,69671000000,3284.95,61.6
4183,2024/03,2215819000000,984806000000,862851000000,617400000000,324088000000,432670000000,4538.11,38.9
4185,2024/03,771355000000,402444000000,375794000000,276992000000,97605000000,81465000000,1809.87,48.7
4186,2023/12,251864000000,195480000000,162646000000,143630000000,486000000,10000000000,1516.98,72.9
4187,2023/11,54636965000,43629221000,40356525000,35954913000,-,3169849000,2021.12,78.7
4188,2024/03,6104513000000,2275495000000,1763447000000,1355131000000,605307000000,1595704000000,1239.61,28.9
4189,2023/12,124498000000,66493000000,62030000000,47239000000,9820000000,-,1720.76,51.2
4192,2023/12,4596788000,3385324000,3384799000,-1846013000,250000000,183849000,96.46,73.6
4193,2024/03,5303751000,3597400000,3602250000,2425493000,-,139596000,660.82,67.5
4194,2024/07,76314000000,52388000000,52185000000,35213000000,-,37000000,1315.76,68.3
4196,2023/09,1376619000,652722000,652722000,352906000,25004000,251620000,265.18,47.4
4197,2023/11,1898471000,1023480000,1010176000,960176000,-,-,1010.18,53.2
4198,2024/05,3905647000,2574644000,2552767000,1448294000,50000000,141288000,390.6,65.9
4199,2024/08,2146000000,736000000,724019000,-934765000,-,405814000,284.4,33.7
4200,2023/03,4514453000,3680927000,3628135000,949134000,250000000,6628000,1370.4,80.4
4202,2024/03,839169000000,374861000000,253496000000,233115000000,31758000000,124741000000,1301.21,42.8
4203,2024/03,441162000000,303727000000,301161000000,166454000000,33050000000,15476000000,3233.79,68.3
4204,2024/03,1323243000000,820925000000,661889000000,501945000000,11569000000,46270000000,1880.29,59.9
4205,2024/03,532254000000,363729000000,314288000000,289930000000,8960000000,-,1714.88,68.1
4206,2024/03,274739000000,176543000000,140033000000,127725000000,6025000000,4465000000,2529.05,58.9
4208,2024/03,789034000000,429355000000,353616000000,276409000000,63370000000,75572000000,4210.11,51.8
4212,2024/03,133269000000,98829000000,90818000000,66481000000,9963000000,139000000,2968.48,72.9
4215,2024/03,156194000000,97046000000,92785000000,46642000000,6978000000,-,993.31,61.9
4216,2024/03,101371000000,71673000000,66368000000,54672000000,4200000000,-,3734.58,70
4218,2024/03,68039000000,41703000000,40219000000,31233000000,-,2000000000,2049.13,61.3
4219,2023/03,6869880000,1647646000,1647646000,569325000,2723800000,53100000,74.89,24
4220,2024/03,115650757000,74017327000,54281800000,39535079000,7749221000,1768768000,1171.61,55.7
4221,2023/12,100272000000,60869000000,55562000000,38394000000,1529000000,-,5031.12,60.7
4222,2024/03,14602322000,5240013000,3395887000,1093820000,1921050000,1942500000,518.57,27.7
4223,2023/03,7114972000,1797067000,1787969000,-353498000,2400000000,483020000,146.1,25.3
4224,2024/03,26426000000,19147000000,18286000000,9185000000,170000000,-,4154.62,72.5
4228,2024/03,146473000000,56821000000,48783000000,17142000000,14466000000,16413000000,1235.51,38.3
4229,2024/03,61010000000,50281000000,43835000000,19413000000,-,-,7320.42,79.5
4231,2024/03,57293702000,42288240000,33597187000,25650493000,1650000000,1000000000,2006.26,69.7
4234,2024/03,37440544000,21602256000,17808914000,13714627000,3690000000,412720000,1955.38,55.1
4235,2023/12,36185000000,15264000000,15264000000,11191000000,-,-,979.82,42.2
4237,2024/03,18436947000,9993373000,9794434000,6217553000,2800000000,1170051000,345.44,53.5
4238,2024/01,26531597000,21793704000,21644545000,20948337000,-,-,2417.59,82.1
4240,2024/03,1743107000,1551053000,1551053000,304532000,-,-,272.47,89
4241,2024/03,5129644000,1763265000,1749162000,192635000,250000000,1639054000,398.85,34.4
4242,2024/03,39901000000,18173000000,11104000000,7113000000,3802000000,1443000000,4744.91,33.1
4243,2023/09,5762579000,4158171000,3941297000,3085221000,-,81973000,1790.19,72.2
4245,2023/12,34071000000,9524000000,9023000000,4445000000,8265000000,3955000000,714.92,28
4246,2024/03,161225000000,83254000000,73218000000,61222000000,1498000000,28068000000,1135.09,50.1
4247,2024/03,6877387000,5726953000,5352528000,4897775000,20000000,-,2165.85,83
4248,2023/12,17919486000,11010455000,9714053000,8252131000,-,2254873000,911,61.2
4249,2024/03,140556000000,76423000000,60800000000,57947000000,16943000000,3957000000,5069.89,53.4
4250,2023/11,1155071000,437875000,394038000,299125000,373555000,210027000,630.4,37.9
4251,2023/12,29267412000,20357532000,19736145000,12205643000,-,2714321000,1056.45,69.6
4255,2023/12,2367229000,423492000,423492000,-1284658000,-,-,204,17.9
4256,2024/03,4941356000,3196005000,3196005000,803005000,-,1153600000,551.04,64.7
4258,2023/12,3776870000,1786237000,1779638000,1179784000,100000000,210988000,432.69,47.3
4259,2024/03,9931000000,4983000000,4892000000,-860000000,-,2550000000,59.65,49.3
4260,2023/09,3847463000,2333231000,2333231000,471475000,14996000,-,206.96,60.6
4261,2023/12,2262510000,1397870000,1390395000,618347000,-,259551000,951.24,61.8
4262,2024/03,6301155000,5281623000,5266247000,2827054000,-,-,827.45,83.6
4263,2024/06,4932000000,4604000000,4584112000,-920022000,-,-,273.53,92.9
4264,2023/12,2749733000,1022308000,1021024000,58480000,200000000,474759000,215.42,37.2
4265,2024/03,1092256000,1014557000,1014250000,-146572000,-,-,224.97,92.9
4267,2024/01,1949891000,977470000,962381000,425906000,70000000,-,195.61,49.6
4268,2024/04,981411000,675672000,675669000,487550000,-,10664000,62.88,68.8
4270,2024/02,4281754000,2089872000,2089872000,1385208000,200000000,-,940.71,48.8
4272,2024/03,363173000000,270548000000,224573000000,199214000000,5450000000,18000000000,1625.18,74.2
4274,2024/03,4386649000,3049465000,2758932000,2554011000,500000000,125549000,761.9,69.5
4275,2024/03,55146000000,36775000000,30448000000,27491000000,89000000,470000000,1560.3,66.7
4284,2023/12,11929528000,8241649000,7159249000,4147903000,360000000,200850000,305.55,62.3
4286,2023/12,21545023000,12151548000,8402984000,8313801000,1538060000,787115000,827.32,39
4287,2024/01,3878459000,3582035000,3579314000,3012360000,-,-,285.43,92.4
4288,2024/03,1659625000,777356000,771671000,-704269000,200000000,-,203.73,46.8
4290,2024/03,67836426000,47224801000,40603444000,37043690000,125000000,125000000,345.65,64.9
4293,2023/12,93605990000,65704788000,65593864000,23185222000,-,-,316.7,70.1
4295,2024/03,21903424000,13274133000,12288213000,8644481000,385002000,491600000,1224.35,60.6
4298,2024/03,66604000000,47664000000,46911000000,44203000000,4300000000,358000000,1175.22,71
4299,2024/03,13590000000,10935000000,10913000000,9892000000,-,-,945.7,80.5
4301,2024/03,58904000000,37500000000,32593000000,31578000000,-,191000000,2019.28,56.9
4304,2024/03,12841000000,3665000000,3174989000,2775525000,1235000000,2685227000,610.63,25
4307,2024/03,922773000000,403021000000,399532000000,320320000000,13215000000,253864000000,693.33,43.3
4308,2024/03,12502556000,10871254000,10409166000,4633386000,-,5625000,418.65,83.3
4310,2024/03,17454000000,15182000000,14214000000,8800000000,-,-,1714.38,86
4312,2022/12,24155346000,14749581000,14212619000,13059237000,-,-,471.79,60.3
4314,2023/12,2860000000,2196000000,2219000000,3066000000,-,258000000,1402.14,76.8
4316,2024/03,1169196000,702622000,543280000,-397702000,-,82135000,177.09,49
4317,2024/02,9399620000,6551220000,6549649000,5451589000,780000000,-,464.97,69.7
4318,2024/03,22042503000,16420441000,14949977000,14512614000,121502000,-,877.57,74.5
4319,2024/03,20790872000,5872042000,5842155000,4186563000,1500000000,1732258000,323.28,28.2
4320,2023/09,11244000000,6583101000,6060479000,3798845000,200000000,660712000,406.68,54.1
4323,2024/03,20022694000,12712107000,12141325000,9079131000,-,65960000,516.08,63.2
4324,2023/12,3634401000000,912755000000,841651000000,568753000000,39213000000,455232000000,3182.97,23.2
4326,2024/06,45318000000,32439000000,31710166000,30916440000,-,100000000,844.73,71.1
4327,2022/09,7028122000,5808827000,5826226000,5075899000,-,-,969.75,82.7
4331,2024/03,54380000000,16963000000,16963000000,3845000000,640000000,16949000000,1162.97,31.2
4333,2024/03,13477096000,9365684000,9063874000,8513049000,-,-,513.18,69.5
4334,2024/01,3253617000,2434308000,2301118000,2437623000,300000000,-,281.68,72.8
4335,2024/06,2588000000,1484000000,1452000000,1215536000,-,-,637.9,56.1
4337,2024/03,90271000000,5544000000,5526000000,-2465000000,-,17619000000,362.86,6.1
4341,2024/03,11661000000,5476000000,5431000000,4411000000,1000000000,-,1565.1,47
4343,2024/02,52303062000,8541051000,9655524000,3019873000,24200300000,268260000,419.7,15.9
4344,2024/03,16811498000,8389563000,7026310000,-4059938000,3825000000,1609740000,59.56,48
4345,2024/03,16710000000,12230000000,11385000000,9107000000,-,-,288.59,73.2
4346,2023/09,15445000000,3701000000,1487000000,1155000000,1700000000,1928000000,128.91,10.9
4347,2024/03,11890179000,5909034000,4766231000,4782207000,650596000,573097000,656.25,40.2
4348,2024/03,67324000000,49158000000,48274000000,45829000000,-,-,888.42,72.4
